user_id,country,current_role,kaggle_tier,years_experience,hours_spent_weekly,gold_medals,silver_medals,datasets_shared,competitions_entered,follower_count,github_link,portfolio_score,total_certifications,monthly_recruiter_pings,salary_usd,experience_years
KAG_2026_12287,USA,Data Scientist,Expert,15,34,1,5,14,32,214,1,55,7,13,210341.0,15.0
KAG_2026_12288,USA,Data Analyst,Contributor,17,9,0,8,8,14,304,1,50,4,9,129078.0,17.0
KAG_2026_12289,USA,Researcher,Grandmaster,19,54,14,21,25,128,2700,1,100,9,28,247055.0,19.0
KAG_2026_12290,Nigeria,Student,Contributor,1,18,0,5,9,21,351,0,18,4,4,0.0,1.0
KAG_2026_12291,UK,Data Analyst,Expert,11,23,1,9,13,28,352,1,50,3,11,98766.0,11.0
KAG_2026_12292,Canada,Researcher,Expert,18,23,4,7,12,36,429,1,72,9,15,191821.0,18.0
KAG_2026_12293,France,ML Engineer,Expert,12,27,4,7,14,38,158,1,57,7,13,150598.0,12.0
KAG_2026_12294,Canada,Data Scientist,Expert,21,22,1,2,17,33,393,1,69,6,14,177912.0,21.0
KAG_2026_12295,UK,ML Engineer,Expert,18,26,1,3,11,32,460,1,68,10,13,181658.0,18.0
KAG_2026_12296,Canada,Researcher,Grandmaster,7,53,24,23,23,119,2821,1,92,8,30,169990.0,7.0
KAG_2026_12297,USA,Researcher,Expert,19,23,1,4,14,29,511,1,59,10,14,233887.0,19.0
KAG_2026_12298,India,ML Engineer,Contributor,4,18,0,3,12,24,246,0,29,7,5,68664.0,4.0
KAG_2026_12299,USA,Data Scientist,Master,19,47,22,37,18,56,884,1,94,11,28,208279.0,19.0
KAG_2026_12300,UK,Student,Contributor,2,11,0,2,14,15,334,1,26,1,4,0.0,2.0
KAG_2026_12301,USA,Student,Novice,1,3,0,0,8,10,2,1,2,1,0,0.0,1.0
KAG_2026_12302,Japan,Data Analyst,Novice,20,9,0,0,0,18,12,0,37,10,6,105977.0,20.0
KAG_2026_12303,Canada,ML Engineer,Expert,11,24,3,2,17,33,422,1,53,9,12,164274.0,11.0
KAG_2026_12304,India,ML Engineer,Grandmaster,9,57,20,10,24,128,2525,1,97,4,28,116202.0,9.0
KAG_2026_12305,USA,Data Analyst,Novice,2,2,0,0,3,18,2,1,6,2,0,74051.0,2.0
KAG_2026_12306,USA,Data Analyst,Novice,6,13,0,0,8,11,4,1,11,5,1,95328.0,6.0
KAG_2026_12307,Nigeria,Researcher,Expert,19,32,2,5,14,29,265,1,69,9,14,113437.0,19.0
KAG_2026_12308,India,Data Analyst,Novice,20,5,0,0,7,19,11,1,30,4,6,95745.0,20.0
KAG_2026_12309,India,Data Analyst,Master,10,49,21,17,18,66,1152,1,84,11,25,87482.0,10.0
KAG_2026_12310,UK,Student,Novice,0,13,0,0,6,16,2,0,2,3,0,0.0,0.0
KAG_2026_12311,India,Student,Novice,2,4,0,0,0,20,2,1,10,4,0,0.0,2.0
KAG_2026_12312,UK,Data Analyst,Novice,21,3,0,0,2,19,12,1,41,3,6,116844.0,21.0
KAG_2026_12313,USA,Data Scientist,Expert,4,28,2,7,16,23,418,1,44,4,10,170467.0,4.0
KAG_2026_12314,UK,Data Analyst,Novice,10,9,0,0,6,17,9,0,19,5,3,83137.0,10.0
KAG_2026_12315,USA,Data Scientist,Master,11,36,13,10,18,61,1008,1,69,9,21,179381.0,11.0
KAG_2026_12316,France,Student,Master,2,42,22,36,17,62,891,1,73,4,23,0.0,2.0
KAG_2026_12317,France,Student,Novice,0,11,0,0,6,6,9,1,5,1,0,0.0,0.0
KAG_2026_12318,India,Researcher,Expert,9,30,4,9,16,28,374,1,57,2,12,92728.0,9.0
KAG_2026_12319,Brazil,Researcher,Master,21,40,7,20,16,68,805,1,93,6,21,154917.0,21.0
KAG_2026_12320,USA,Data Scientist,Contributor,11,9,0,6,14,21,166,1,41,6,7,184526.0,11.0
KAG_2026_12321,Japan,Data Analyst,Contributor,5,20,0,1,10,16,119,1,34,11,5,67292.0,5.0
KAG_2026_12322,Spain,Data Analyst,Expert,13,33,1,3,14,23,253,1,59,8,12,104838.0,13.0
KAG_2026_12323,USA,Student,Contributor,0,18,0,2,8,18,424,1,17,1,4,0.0,0.0
KAG_2026_12324,UK,Researcher,Expert,19,23,3,3,12,37,280,1,66,9,15,191400.0,19.0
KAG_2026_12325,India,Student,Novice,1,6,0,0,6,10,6,0,3,1,0,11754.0,1.0
KAG_2026_12326,Canada,Data Analyst,Novice,8,10,0,0,6,10,13,0,23,11,2,71817.0,8.0
KAG_2026_12327,USA,Data Scientist,Contributor,12,17,0,8,7,5,153,1,39,10,7,187128.0,12.0
KAG_2026_12328,UK,Researcher,Expert,11,21,3,8,18,22,211,1,50,4,12,157672.0,11.0
KAG_2026_12329,India,Researcher,Master,14,43,13,25,22,52,1046,1,72,5,22,122606.0,14.0
KAG_2026_12330,India,ML Engineer,Expert,8,25,2,2,14,32,545,1,43,2,11,97414.0,8.0
KAG_2026_12331,Brazil,Data Analyst,Contributor,21,11,0,7,7,17,227,1,49,2,10,108392.0,21.0
KAG_2026_12332,Canada,ML Engineer,Contributor,19,7,0,4,6,8,268,1,45,7,9,177173.0,19.0
KAG_2026_12333,Japan,ML Engineer,Master,21,35,9,23,16,65,901,1,93,7,22,174231.0,21.0
KAG_2026_12334,India,Student,Novice,2,5,0,0,7,5,1,0,17,1,0,0.0,2.0
KAG_2026_12335,UK,Data Scientist,Grandmaster,14,53,20,19,28,113,2785,1,96,6,30,184512.0,14.0
KAG_2026_12336,Japan,Data Analyst,Master,13,37,15,34,18,55,843,1,78,7,23,131797.0,13.0
KAG_2026_12337,USA,Data Analyst,Expert,11,30,3,4,12,28,344,1,52,7,12,123789.0,11.0
KAG_2026_12338,Spain,ML Engineer,Expert,15,20,3,7,18,28,179,1,63,9,14,141078.0,15.0
KAG_2026_12339,Spain,Researcher,Expert,14,26,3,2,14,25,376,1,57,7,13,132969.0,14.0
KAG_2026_12340,Germany,Data Scientist,Grandmaster,15,57,7,11,25,118,2836,1,91,4,24,182330.0,15.0
KAG_2026_12341,India,Data Analyst,Master,12,35,17,23,20,67,1102,1,77,5,24,96022.0,12.0
KAG_2026_12342,Germany,Data Analyst,Novice,21,4,0,0,0,4,5,0,38,7,6,113488.0,21.0
KAG_2026_12343,Brazil,Data Scientist,Contributor,3,10,0,5,7,24,102,0,31,10,4,57039.0,3.0
KAG_2026_12344,USA,Researcher,Expert,8,32,3,1,19,36,491,1,48,4,11,192921.0,8.0
KAG_2026_12345,India,Student,Contributor,0,18,0,5,7,18,46,1,26,2,4,0.0,0.0
KAG_2026_12346,Germany,Data Analyst,Grandmaster,11,64,13,22,20,120,2552,1,95,6,25,111917.0,11.0
KAG_2026_12347,India,Researcher,Master,8,47,22,32,16,68,922,1,73,10,25,111571.0,8.0
KAG_2026_12348,Germany,Data Scientist,Expert,12,26,1,1,13,36,388,1,58,6,12,155237.0,12.0
KAG_2026_12349,Spain,Researcher,Master,20,44,19,14,17,60,1024,1,85,7,27,183739.0,20.0
KAG_2026_12350,USA,ML Engineer,Expert,19,29,4,7,13,27,274,1,72,5,15,208433.0,19.0
KAG_2026_12351,Canada,Data Scientist,Contributor,13,18,0,2,8,17,76,0,37,6,7,157975.0,13.0
KAG_2026_12352,Spain,Data Analyst,Contributor,3,12,0,3,10,24,281,1,31,7,4,58881.0,3.0
KAG_2026_12353,USA,Data Scientist,Contributor,5,12,0,1,9,17,50,1,35,8,5,164624.0,5.0
KAG_2026_12354,India,ML Engineer,Contributor,8,9,0,6,7,24,226,0,31,6,6,79046.0,8.0
KAG_2026_12355,USA,Student,Novice,2,6,0,0,6,3,3,1,10,3,0,0.0,2.0
KAG_2026_12356,Canada,Data Scientist,Contributor,11,12,0,1,13,8,121,1,41,6,7,140389.0,11.0
KAG_2026_12357,Brazil,Data Scientist,Grandmaster,17,59,14,16,23,126,2626,1,100,6,28,151787.0,17.0
KAG_2026_12358,India,Researcher,Master,8,41,6,25,24,68,1157,1,69,3,17,98972.0,8.0
KAG_2026_12359,USA,Data Analyst,Expert,21,32,3,8,14,38,277,1,68,7,15,154417.0,21.0
KAG_2026_12360,Germany,Data Scientist,Expert,14,34,1,2,19,31,489,1,53,6,12,164682.0,14.0
KAG_2026_12361,UK,Data Scientist,Expert,16,28,4,7,12,22,338,1,63,7,14,150250.0,16.0
KAG_2026_12362,Brazil,ML Engineer,Grandmaster,8,57,21,17,28,120,2885,1,85,11,28,117294.0,8.0
KAG_2026_12363,USA,Data Analyst,Contributor,7,18,0,6,11,7,213,0,39,11,6,103514.0,7.0
KAG_2026_12364,Japan,Researcher,Expert,20,34,3,9,14,39,316,1,68,3,15,182547.0,20.0
KAG_2026_12365,USA,Researcher,Master,15,45,8,12,24,52,1004,1,81,5,20,203755.0,15.0
KAG_2026_12366,Germany,ML Engineer,Contributor,5,14,0,3,7,18,110,0,25,10,5,118288.0,5.0
KAG_2026_12367,France,Researcher,Master,6,36,19,19,15,64,1086,1,64,3,23,141743.0,6.0
KAG_2026_12368,USA,Student,Novice,2,7,0,0,0,19,10,1,3,3,0,0.0,2.0
KAG_2026_12369,USA,ML Engineer,Expert,11,30,3,5,13,31,533,1,59,9,12,189960.0,11.0
KAG_2026_12370,USA,Data Analyst,Contributor,15,8,0,3,9,24,147,1,44,8,8,123341.0,15.0
KAG_2026_12371,India,Student,Expert,0,31,1,1,13,33,501,1,39,2,8,0.0,0.0
KAG_2026_12372,Spain,Data Scientist,Contributor,10,14,0,8,14,21,380,1,35,4,7,104059.0,10.0
KAG_2026_12373,Germany,Student,Novice,1,12,0,0,0,6,7,1,9,1,0,0.0,1.0
KAG_2026_12374,India,Data Analyst,Contributor,3,13,0,5,5,11,238,1,24,3,4,43907.0,3.0
KAG_2026_12375,India,Researcher,Expert,20,22,3,6,14,26,500,1,66,2,15,127575.0,20.0
KAG_2026_12376,USA,Student,Contributor,2,7,0,2,10,12,214,1,23,3,4,0.0,2.0
KAG_2026_12377,France,Student,Novice,0,3,0,0,9,4,7,1,11,3,0,0.0,0.0
KAG_2026_12378,Germany,Student,Contributor,2,8,0,6,8,12,234,1,25,1,4,0.0,2.0
KAG_2026_12379,Nigeria,Student,Novice,1,2,0,0,3,2,5,0,11,1,0,0.0,1.0
KAG_2026_12380,India,ML Engineer,Expert,17,25,3,9,11,24,527,1,65,4,14,121831.0,17.0
KAG_2026_12381,UK,Data Analyst,Contributor,14,13,0,8,14,17,367,1,42,3,8,102834.0,14.0
KAG_2026_12382,Canada,ML Engineer,Contributor,5,9,0,8,5,22,325,0,25,5,5,125852.0,5.0
KAG_2026_12383,Nigeria,Researcher,Master,12,35,12,30,17,58,1172,1,83,5,21,108755.0,12.0
KAG_2026_12384,USA,Data Scientist,Contributor,11,16,0,6,13,8,409,1,32,4,7,161812.0,11.0
KAG_2026_12385,India,Student,Contributor,2,11,0,2,10,8,68,0,20,2,4,0.0,2.0
KAG_2026_12386,USA,Student,Contributor,0,7,0,8,13,12,77,1,18,3,4,0.0,0.0
KAG_2026_12387,USA,Data Analyst,Novice,12,9,0,0,4,17,9,0,27,5,3,107515.0,12.0
KAG_2026_12388,UK,Data Analyst,Novice,9,3,0,0,2,9,0,1,19,7,2,77992.0,9.0
KAG_2026_12389,USA,Data Scientist,Expert,10,28,2,4,10,22,391,1,50,7,12,181681.0,10.0
KAG_2026_12390,Nigeria,Researcher,Expert,10,31,2,6,19,25,200,1,51,2,12,92968.0,10.0
KAG_2026_12391,Canada,Student,Novice,0,14,0,0,5,19,2,1,8,4,0,0.0,0.0
KAG_2026_12392,Japan,Data Analyst,Novice,20,10,0,0,9,5,4,1,37,7,6,105209.0,20.0
KAG_2026_12393,India,Researcher,Grandmaster,10,64,20,31,26,119,2630,1,87,3,29,116742.0,10.0
KAG_2026_12394,USA,Data Analyst,Master,18,37,18,25,16,55,810,1,85,10,26,155461.0,18.0
KAG_2026_12395,Spain,Student,Novice,1,11,0,0,6,8,2,1,9,2,0,0.0,1.0
KAG_2026_12396,France,Student,Novice,1,2,0,0,3,2,14,1,10,2,0,0.0,1.0
KAG_2026_12397,France,Researcher,Grandmaster,16,52,21,29,27,110,2595,1,94,9,31,181802.0,16.0
KAG_2026_12398,India,Student,Expert,1,26,3,4,11,30,389,1,43,2,9,0.0,1.0
KAG_2026_12399,UK,Student,Novice,2,3,0,0,3,17,7,0,7,1,0,0.0,2.0
KAG_2026_12400,India,Data Analyst,Master,5,37,10,36,22,59,874,1,61,3,18,78113.0,5.0
KAG_2026_12401,Canada,ML Engineer,Master,20,37,15,33,22,52,920,1,93,7,25,185293.0,20.0
KAG_2026_12402,India,Data Analyst,Expert,18,31,2,2,15,22,418,1,62,11,14,111128.0,18.0
KAG_2026_12403,India,Data Scientist,Master,10,43,19,35,16,53,1117,1,83,10,24,109256.0,10.0
KAG_2026_12404,France,Researcher,Expert,15,26,1,3,13,26,377,1,63,10,13,146557.0,15.0
KAG_2026_12405,India,Student,Contributor,2,18,0,4,6,8,81,0,28,2,4,0.0,2.0
KAG_2026_12406,Japan,Student,Contributor,2,13,0,2,14,5,78,1,18,3,4,0.0,2.0
KAG_2026_12407,USA,ML Engineer,Expert,8,30,3,1,12,30,430,1,55,7,11,165316.0,8.0
KAG_2026_12408,Nigeria,ML Engineer,Contributor,12,7,0,2,5,11,164,1,45,10,7,88618.0,12.0
KAG_2026_12409,India,Researcher,Master,17,45,17,25,24,55,1100,1,80,6,25,143889.0,17.0
KAG_2026_12410,USA,ML Engineer,Expert,16,24,3,3,15,36,321,1,59,3,14,222071.0,16.0
KAG_2026_12411,Germany,ML Engineer,Expert,5,29,4,7,13,37,193,1,40,10,11,135599.0,5.0
KAG_2026_12412,Japan,ML Engineer,Expert,20,23,1,8,19,31,304,1,63,9,14,186484.0,20.0
KAG_2026_12413,India,Data Analyst,Expert,8,23,2,6,17,35,168,1,53,7,11,66007.0,8.0
KAG_2026_12414,USA,Data Analyst,Grandmaster,21,61,14,33,26,112,2737,1,100,10,29,188970.0,21.0
KAG_2026_12415,Canada,Data Scientist,Expert,9,25,1,7,13,38,406,1,48,7,11,129527.0,9.0
KAG_2026_12416,Canada,Researcher,Master,21,37,22,31,23,67,1113,1,93,5,29,208771.0,21.0
KAG_2026_12417,Canada,Researcher,Expert,7,26,2,5,15,36,319,1,49,3,11,151197.0,7.0
KAG_2026_12418,Germany,Researcher,Expert,11,30,4,6,16,20,196,1,55,10,13,159170.0,11.0
KAG_2026_12419,USA,Data Scientist,Expert,11,20,3,3,18,26,365,1,61,10,12,174693.0,11.0
KAG_2026_12420,France,Data Scientist,Expert,20,27,4,7,19,38,505,1,62,4,16,161688.0,20.0
KAG_2026_12421,France,Student,Novice,0,10,0,0,0,17,3,1,11,2,0,0.0,0.0
KAG_2026_12422,Brazil,Data Scientist,Contributor,13,17,0,1,10,8,40,0,41,8,7,88605.0,13.0
KAG_2026_12423,France,Data Analyst,Novice,9,2,0,0,9,3,11,1,16,11,2,67801.0,9.0
KAG_2026_12424,Germany,Student,Master,2,39,19,35,20,65,1033,1,62,4,22,0.0,2.0
KAG_2026_12425,Japan,Data Analyst,Novice,7,8,0,0,7,2,14,1,13,9,2,64374.0,7.0
KAG_2026_12426,India,Data Analyst,Expert,16,28,1,5,15,25,471,1,68,11,13,102890.0,16.0
KAG_2026_12427,India,Student,Novice,1,9,0,0,7,17,8,1,6,3,0,0.0,1.0
KAG_2026_12428,Japan,Data Analyst,Contributor,19,20,0,9,11,7,388,1,54,10,9,110774.0,19.0
KAG_2026_12429,UK,Data Analyst,Master,12,49,8,19,22,62,863,1,78,3,19,125823.0,12.0
KAG_2026_12430,Spain,Data Analyst,Novice,14,6,0,0,1,3,3,0,27,2,4,86950.0,14.0
KAG_2026_12431,UK,Researcher,Grandmaster,20,63,10,37,20,126,2550,1,98,3,27,211365.0,20.0
KAG_2026_12432,India,Data Analyst,Contributor,9,8,0,1,7,11,160,1,34,5,6,67206.0,9.0
KAG_2026_12433,Canada,Student,Novice,1,8,0,0,6,5,3,0,14,2,0,0.0,1.0
KAG_2026_12434,USA,Data Scientist,Expert,15,27,1,6,14,36,523,1,67,4,13,194207.0,15.0
KAG_2026_12435,Germany,ML Engineer,Master,15,40,16,33,19,54,862,1,87,3,24,196624.0,15.0
KAG_2026_12436,USA,Data Scientist,Contributor,10,20,0,6,6,24,179,0,36,4,7,180829.0,10.0
KAG_2026_12437,USA,Data Analyst,Novice,16,11,0,0,2,9,4,0,30,11,4,117177.0,16.0
KAG_2026_12438,Germany,Data Scientist,Expert,11,24,4,4,18,26,226,1,50,6,13,140827.0,11.0
KAG_2026_12439,India,Researcher,Grandmaster,18,52,18,34,23,111,2543,1,100,11,30,157405.0,18.0
KAG_2026_12440,UK,Data Scientist,Expert,16,20,1,7,11,22,181,1,62,11,13,171720.0,16.0
KAG_2026_12441,USA,Data Scientist,Expert,6,32,2,3,14,30,346,1,50,3,10,160208.0,6.0
KAG_2026_12442,USA,Data Scientist,Expert,16,24,1,1,14,35,277,1,68,11,13,202266.0,16.0
KAG_2026_12443,India,Researcher,Master,15,47,7,34,15,65,1020,1,76,10,20,139469.0,15.0
KAG_2026_12444,USA,Student,Grandmaster,0,59,6,39,23,116,2513,1,69,3,19,0.0,0.0
KAG_2026_12445,India,Researcher,Master,16,42,12,33,20,63,976,1,81,7,22,125495.0,16.0
KAG_2026_12446,Brazil,Data Analyst,Novice,15,9,0,0,6,7,1,1,36,10,4,70054.0,15.0
KAG_2026_12447,Spain,Student,Novice,2,4,0,0,1,8,2,0,17,2,0,13309.0,2.0
KAG_2026_12448,USA,Student,Novice,2,9,0,0,1,5,5,1,12,1,0,0.0,2.0
KAG_2026_12449,Nigeria,Student,Novice,2,2,0,0,7,18,5,1,10,1,0,0.0,2.0
KAG_2026_12450,Germany,Student,Novice,0,7,0,0,5,1,1,0,0,4,0,0.0,0.0
KAG_2026_12451,India,Researcher,Expert,6,26,2,4,13,34,172,1,54,7,10,88047.0,6.0
KAG_2026_12452,USA,Data Analyst,Contributor,20,12,0,6,12,22,374,0,56,10,10,142558.0,20.0
KAG_2026_12453,UK,Researcher,Expert,8,20,3,2,13,31,314,1,55,8,11,130278.0,8.0
KAG_2026_12454,USA,ML Engineer,Expert,13,29,2,4,18,35,310,1,54,4,12,188493.0,13.0
KAG_2026_12455,Brazil,Data Scientist,Contributor,11,13,0,6,5,9,92,1,42,8,7,84041.0,11.0
KAG_2026_12456,France,Data Analyst,Contributor,4,16,0,8,8,7,255,0,30,8,5,67454.0,4.0
KAG_2026_12457,Brazil,Student,Contributor,0,20,0,5,8,13,358,0,15,2,4,0.0,0.0
KAG_2026_12458,USA,Researcher,Grandmaster,17,56,17,38,22,119,2624,1,100,6,29,238305.0,17.0
KAG_2026_12459,Brazil,Data Analyst,Master,14,45,19,16,21,63,815,1,88,10,25,101464.0,14.0
KAG_2026_12460,Nigeria,Data Scientist,Expert,18,34,4,3,15,36,157,1,62,9,15,116793.0,18.0
KAG_2026_12461,Brazil,Student,Novice,1,13,0,0,9,4,4,1,8,1,0,0.0,1.0
KAG_2026_12462,USA,Student,Novice,1,13,0,0,7,18,7,1,1,2,0,0.0,1.0
KAG_2026_12463,USA,Student,Expert,0,25,2,8,14,28,537,1,35,1,9,12119.0,0.0
KAG_2026_12464,Japan,Researcher,Master,18,49,7,19,22,58,993,1,77,11,20,162325.0,18.0
KAG_2026_12465,India,Student,Novice,1,9,0,0,5,16,9,1,11,3,0,0.0,1.0
KAG_2026_12466,Canada,Researcher,Master,15,37,16,35,20,58,1181,1,77,6,24,169013.0,15.0
KAG_2026_12467,Germany,Data Scientist,Expert,4,28,1,4,16,29,533,1,36,8,9,118272.0,4.0
KAG_2026_12468,UK,ML Engineer,Expert,21,29,1,8,15,38,287,1,70,9,14,191693.0,21.0
KAG_2026_12469,Germany,Student,Novice,1,8,0,0,9,20,8,0,7,4,0,0.0,1.0
KAG_2026_12470,Nigeria,Data Analyst,Contributor,20,18,0,7,9,23,45,1,54,2,10,101924.0,20.0
KAG_2026_12471,Spain,Data Analyst,Novice,11,5,0,0,7,15,12,1,26,11,3,70215.0,11.0
KAG_2026_12472,USA,Student,Contributor,0,12,0,8,14,18,270,0,20,4,4,6251.0,0.0
KAG_2026_12473,Germany,ML Engineer,Grandmaster,15,60,11,37,23,114,2608,1,100,4,26,202326.0,15.0
KAG_2026_12474,Brazil,Researcher,Expert,7,24,4,1,18,35,386,1,51,11,12,86405.0,7.0
KAG_2026_12475,USA,Data Scientist,Expert,13,27,1,1,14,29,396,1,59,10,12,184607.0,13.0
KAG_2026_12476,India,Student,Contributor,2,7,0,6,6,21,236,0,23,4,4,0.0,2.0
KAG_2026_12477,Brazil,Data Analyst,Contributor,21,17,0,8,9,20,159,1,50,2,10,106341.0,21.0
KAG_2026_12478,USA,Student,Contributor,2,16,0,1,6,9,71,1,19,3,4,0.0,2.0
KAG_2026_12479,UK,Researcher,Master,17,44,14,23,22,52,859,1,78,7,24,175809.0,17.0
KAG_2026_12480,Canada,Student,Novice,1,4,0,0,3,13,9,1,14,3,0,0.0,1.0
KAG_2026_12481,UK,ML Engineer,Master,15,40,22,38,21,56,1158,1,91,6,27,198516.0,15.0
KAG_2026_12482,Germany,ML Engineer,Contributor,9,14,0,7,12,8,163,1,39,7,6,123537.0,9.0
KAG_2026_12483,USA,Researcher,Expert,18,26,4,8,16,21,246,1,66,4,15,209998.0,18.0
KAG_2026_12484,Canada,ML Engineer,Expert,12,29,2,9,19,38,163,1,56,3,12,152528.0,12.0
KAG_2026_12485,Japan,Researcher,Grandmaster,17,52,23,25,23,122,2610,1,100,5,32,206781.0,17.0
KAG_2026_12486,Canada,Researcher,Grandmaster,12,60,15,39,22,110,2566,1,89,11,27,164278.0,12.0
KAG_2026_12487,France,Researcher,Grandmaster,9,56,24,33,28,122,2593,1,93,4,30,169231.0,9.0
KAG_2026_12488,USA,ML Engineer,Expert,15,26,1,6,11,36,360,1,65,4,13,186701.0,15.0
KAG_2026_12489,UK,Data Analyst,Contributor,18,9,0,9,8,11,283,1,52,6,9,112756.0,18.0
KAG_2026_12490,India,Researcher,Grandmaster,18,51,16,30,21,115,2847,1,98,4,29,151862.0,18.0
KAG_2026_12491,Japan,ML Engineer,Contributor,13,16,0,2,9,13,226,1,48,7,7,132325.0,13.0
KAG_2026_12492,Germany,Data Scientist,Expert,16,32,2,3,17,30,314,1,63,4,13,163176.0,16.0
KAG_2026_12493,Brazil,ML Engineer,Expert,18,20,1,8,16,22,478,1,58,11,13,123022.0,18.0
KAG_2026_12494,USA,Researcher,Grandmaster,17,54,22,32,21,126,2780,1,100,7,32,246354.0,17.0
KAG_2026_12495,UK,Researcher,Expert,17,29,3,3,13,27,295,1,60,11,14,156875.0,17.0
KAG_2026_12496,Canada,ML Engineer,Expert,16,30,4,9,10,28,309,1,64,9,14,194409.0,16.0
KAG_2026_12497,USA,Student,Novice,0,13,0,0,0,9,14,1,4,3,0,0.0,0.0
KAG_2026_12498,USA,Student,Master,2,41,18,19,21,54,837,1,71,1,21,14937.0,2.0
KAG_2026_12499,UK,Student,Novice,1,10,0,0,5,13,8,0,7,2,0,0.0,1.0
KAG_2026_12500,India,Researcher,Expert,12,30,3,8,14,26,470,1,61,3,13,115638.0,12.0
KAG_2026_12501,UK,Data Analyst,Contributor,10,16,0,6,10,18,264,1,41,3,7,85928.0,10.0
KAG_2026_12502,USA,ML Engineer,Expert,8,22,3,7,18,24,201,1,54,3,11,199913.0,8.0
KAG_2026_12503,Canada,ML Engineer,Expert,12,25,1,7,13,24,294,1,58,5,12,148416.0,12.0
KAG_2026_12504,USA,Researcher,Grandmaster,18,54,21,25,21,113,2633,1,100,3,31,230488.0,18.0
KAG_2026_12505,Canada,Data Scientist,Master,10,42,5,31,19,62,949,1,70,7,17,164454.0,10.0
KAG_2026_12506,India,ML Engineer,Contributor,14,16,0,9,11,8,367,0,48,2,8,102422.0,14.0
KAG_2026_12507,UK,ML Engineer,Expert,18,22,1,3,16,36,205,1,69,9,13,186682.0,18.0
KAG_2026_12508,India,ML Engineer,Master,20,43,7,27,17,65,1102,1,84,11,21,138114.0,20.0
KAG_2026_12509,USA,Data Analyst,Novice,4,11,0,0,1,9,4,0,12,8,1,73457.0,4.0
KAG_2026_12510,Canada,Data Analyst,Novice,7,7,0,0,7,19,0,1,21,9,2,80787.0,7.0
KAG_2026_12511,India,Data Scientist,Expert,8,27,3,1,12,22,196,1,47,8,11,89063.0,8.0
KAG_2026_12512,Canada,Data Scientist,Contributor,3,21,0,9,11,18,372,1,29,7,4,103970.0,3.0
KAG_2026_12513,India,Student,Contributor,2,17,0,8,11,21,323,0,29,3,4,0.0,2.0
KAG_2026_12514,USA,Student,Contributor,2,15,0,1,6,20,330,1,21,4,4,0.0,2.0
KAG_2026_12515,USA,Researcher,Expert,16,23,2,5,12,37,376,1,57,5,13,225344.0,16.0
KAG_2026_12516,USA,Data Scientist,Contributor,12,12,0,4,14,11,99,1,45,9,7,192170.0,12.0
KAG_2026_12517,UK,Student,Novice,1,8,0,0,9,10,5,0,15,4,0,7204.0,1.0
KAG_2026_12518,USA,Data Analyst,Expert,14,20,1,4,10,38,243,1,54,10,12,142656.0,14.0
KAG_2026_12519,Brazil,ML Engineer,Grandmaster,8,58,10,33,27,115,2861,1,77,7,23,101129.0,8.0
KAG_2026_12520,India,Data Analyst,Expert,13,25,1,5,10,28,256,1,62,3,12,81849.0,13.0
KAG_2026_12521,USA,ML Engineer,Expert,21,22,2,4,19,33,445,1,68,2,15,228365.0,21.0
KAG_2026_12522,India,ML Engineer,Expert,15,25,3,2,17,30,414,1,64,7,14,128739.0,15.0
KAG_2026_12523,Canada,ML Engineer,Expert,4,20,2,3,10,29,502,1,51,5,10,129399.0,4.0
KAG_2026_12524,Germany,Data Scientist,Master,13,38,20,29,23,51,859,1,88,4,25,162376.0,13.0
KAG_2026_12525,USA,Researcher,Expert,5,23,1,8,18,37,248,1,38,5,10,153495.0,5.0
KAG_2026_12526,India,Student,Novice,2,3,0,0,8,13,0,1,11,2,0,0.0,2.0
KAG_2026_12527,UK,Student,Novice,0,2,0,0,3,20,8,0,4,4,0,9127.0,0.0
KAG_2026_12528,UK,Data Analyst,Contributor,9,16,0,1,5,12,125,1,30,4,6,82740.0,9.0
KAG_2026_12529,Germany,Student,Novice,2,2,0,0,8,7,8,0,12,4,0,0.0,2.0
KAG_2026_12530,Canada,Data Scientist,Master,8,39,7,22,15,59,818,1,67,9,17,150584.0,8.0
KAG_2026_12531,UK,Data Scientist,Expert,14,25,1,1,11,28,305,1,63,11,12,139802.0,14.0
KAG_2026_12532,Nigeria,Data Analyst,Contributor,10,12,0,6,11,19,186,1,36,10,7,63673.0,10.0
KAG_2026_12533,USA,Data Scientist,Grandmaster,8,61,11,15,20,124,2692,1,90,7,23,186435.0,8.0
KAG_2026_12534,Canada,Data Scientist,Expert,5,26,4,4,11,21,375,1,43,9,11,142951.0,5.0
KAG_2026_12535,USA,Data Analyst,Novice,3,2,0,0,4,1,10,1,18,7,0,70238.0,3.0
KAG_2026_12536,Nigeria,Researcher,Master,17,48,5,36,18,61,1018,1,85,6,19,118528.0,17.0
KAG_2026_12537,Canada,Data Scientist,Grandmaster,16,61,13,37,26,110,2862,1,91,10,27,178207.0,16.0
KAG_2026_12538,USA,Researcher,Expert,21,21,2,6,14,31,219,1,67,6,15,221557.0,21.0
KAG_2026_12539,France,Researcher,Expert,10,31,2,6,16,20,180,1,50,2,12,132452.0,10.0
KAG_2026_12540,Germany,ML Engineer,Expert,10,32,3,8,14,20,509,1,53,5,12,148417.0,10.0
KAG_2026_12541,India,Researcher,Master,8,46,10,21,16,69,802,1,63,8,19,112569.0,8.0
